Gender,Marital Status,State or Province,Product Category
M,S,DF,Meat
M,S,DF,Fruit
F,S,BC,Bathroom Products
M,S,OR,Canned Clams
F,S,Guerrero,Snack Foods
M,S,OR,Paper Products
F,M,BC,Fruit
M,M,BC,Candles
F,S,Yucatan,Eggs
M,M,WA,Baking Goods
M,S,Zacatecas,Breakfast Foods
F,M,Zacatecas,Canned Soup
F,M,DF,Bathroom Products
F,M,Guerrero,Electrical
F,M,Zacatecas,Beer and Wine
F,S,Guerrero,Jams and Jellies
M,M,BC,Frozen Desserts
M,S,Zacatecas,Pure Juice Beverages
F,S,WA,Beer and Wine
F,M,CA,Specialty
M,M,CA,Meat
M,S,CA,Pizza
M,M,WA,Hygiene
M,M,CA,Bathroom Products
F,M,BC,Electrical
M,M,WA,Cleaning Supplies
M,S,Jalisco,Canned Soup
M,M,DF,Vegetables
F,M,DF,Meat
F,S,DF,Carbonated Beverages
M,S,WA,Meat
F,M,Yucatan,Paper Products
M,M,Zacatecas,Breakfast Foods
M,M,WA,Jams and Jellies
M,S,Guerrero,Vegetables
F,S,BC,Magazines
F,S,Zacatecas,Paper Products
F,S,WA,Fruit
F,M,WA,Snack Foods
M,M,DF,Starchy Foods
F,S,OR,Snack Foods
F,M,BC,Snack Foods
F,S,WA,Hot Beverages
M,M,Yucatan,Jams and Jellies
M,M,CA,Frozen Desserts
M,M,CA,Baking Goods
F,S,BC,Dairy
F,M,Yucatan,Bathroom Products
M,S,Jalisco,Snack Foods
M,S,WA,Specialty
M,S,CA,Vegetables
F,M,CA,Snack Foods
M,S,DF,Hot Beverages
F,S,DF,Cleaning Supplies
M,S,WA,Vegetables
M,M,Guerrero,Meat
M,S,Zacatecas,Beer and Wine
F,S,WA,Pizza
F,M,Zacatecas,Candy
M,M,Zacatecas,Vegetables
M,M,WA,Frozen Desserts
M,M,WA,Snack Foods
M,S,WA,Dairy
F,S,BC,Jams and Jellies
F,S,WA,Bread
M,S,Zacatecas,Snack Foods
M,S,WA,Pizza
M,S,Zacatecas,Vegetables
F,S,Zacatecas,Bathroom Products
F,M,Veracruz,Pure Juice Beverages
M,M,OR,Bathroom Products
F,M,Jalisco,Eggs
F,S,DF,Meat
F,S,Zacatecas,Vegetables
F,S,Yucatan,Meat
M,M,WA,Fruit
F,M,WA,Vegetables
F,M,CA,Canned Tuna
M,M,OR,Dairy
M,M,Yucatan,Vegetables
F,S,OR,Baking Goods
F,S,CA,Candy
F,M,Zacatecas,Canned Soup
F,S,CA,Breakfast Foods
M,S,CA,Dairy
F,S,WA,Vegetables
M,S,WA,Jams and Jellies
M,S,BC,Meat
F,S,Zacatecas,Hygiene
F,M,CA,Snack Foods
F,S,CA,Carbonated Beverages
F,M,Zacatecas,Pizza
M,S,BC,Cleaning Supplies
F,S,Zacatecas,Frozen Entrees
F,M,Zacatecas,Snack Foods
F,S,BC,Vegetables
F,S,DF,Vegetables
F,M,WA,Meat
F,M,BC,Vegetables
F,S,OR,Meat
F,M,DF,Snack Foods
M,M,DF,Pizza
F,S,Yucatan,Electrical
M,S,CA,Baking Goods
F,S,WA,Packaged Vegetables
F,M,Veracruz,Fruit
F,S,Zacatecas,Dairy
M,S,WA,Canned Sardines
M,M,CA,Pain Relievers
M,S,WA,Paper Products
F,S,BC,Kitchen Products
F,M,BC,Meat
M,M,WA,Dairy
F,S,DF,Decongestants
M,S,DF,Canned Soup
M,S,WA,Bathroom Products
F,M,Yucatan,Vegetables
M,S,CA,Vegetables
F,M,WA,Meat
F,S,CA,Breakfast Foods
F,M,DF,Eggs
M,M,Guerrero,Meat
F,S,WA,Fruit
F,S,Zacatecas,Canned Soup
F,S,WA,Bathroom Products
F,S,OR,Frozen Desserts
F,S,WA,Breakfast Foods
M,S,Zacatecas,Plastic Products
F,S,Zacatecas,Dairy
M,S,CA,Baking Goods
F,M,Zacatecas,Canned Soup
F,M,Veracruz,Frozen Desserts
M,M,WA,Vegetables
F,S,Jalisco,Jams and Jellies
M,M,Guerrero,Snack Foods
F,M,BC,Magazines
M,S,DF,Pure Juice Beverages
M,S,CA,Bread
M,M,WA,Breakfast Foods
M,M,Zacatecas,Pain Relievers
F,S,Veracruz,Frozen Desserts
F,M,BC,Candy
F,M,Yucatan,Vegetables
M,S,BC,Decongestants
F,M,BC,Fruit
M,M,Yucatan,Breakfast Foods
F,S,DF,Bathroom Products
F,S,OR,Fruit
F,M,OR,Vegetables
F,S,CA,Jams and Jellies
F,S,Yucatan,Specialty
F,M,Veracruz,Fruit
F,S,Zacatecas,Bread
F,M,CA,Cold Remedies
F,S,DF,Canned Soup
M,S,WA,Fruit
M,S,Yucatan,Breakfast Foods
F,S,WA,Snack Foods
F,S,WA,Frozen Desserts
M,S,DF,Snack Foods
F,M,WA,Vegetables
M,S,Zacatecas,Snack Foods
F,M,Yucatan,Paper Products
F,S,WA,Hardware
M,S,WA,Electrical
M,S,WA,Meat
F,S,CA,Bread
M,S,CA,Meat
F,S,Veracruz,Hardware
F,S,Veracruz,Canned Soup
F,M,Yucatan,Pure Juice Beverages
F,M,BC,Dairy
F,S,Yucatan,Canned Soup
F,M,DF,Bread
F,S,WA,Vegetables
M,S,WA,Dairy
F,S,WA,Baking Goods
F,S,OR,Kitchen Products
F,M,WA,Electrical
F,S,WA,Breakfast Foods
F,M,Yucatan,Canned Shrimp
M,M,OR,Pain Relievers
F,S,OR,Vegetables
M,M,Yucatan,Snack Foods
F,S,Veracruz,Vegetables
F,M,Zacatecas,Baking Goods
F,M,OR,Dairy
F,S,Zacatecas,Snack Foods
F,S,Jalisco,Snack Foods
M,M,WA,Meat
F,S,WA,Specialty
F,S,OR,Beer and Wine
F,M,WA,Canned Soup
M,S,CA,Vegetables
M,S,WA,Cleaning Supplies
M,M,CA,Jams and Jellies
F,S,WA,Vegetables
F,S,CA,Frozen Desserts
F,S,WA,Carbonated Beverages
F,S,CA,Jams and Jellies
M,M,CA,Breakfast Foods
F,S,Guerrero,Dairy
M,M,Guerrero,Vegetables
F,M,WA,Fruit
F,S,OR,Fruit
M,S,WA,Frozen Entrees
M,S,Veracruz,Vegetables
M,S,OR,Snack Foods
M,S,CA,Paper Products
F,M,Guerrero,Fruit
F,S,BC,Frozen Desserts
F,M,Zacatecas,Side Dishes
F,M,OR,Snack Foods
F,S,OR,Breakfast Foods
F,S,Jalisco,Vegetables
F,S,WA,Packaged Vegetables
F,S,WA,Hot Beverages
F,M,WA,Pizza
M,M,Zacatecas,Snack Foods
M,S,WA,Meat
M,S,WA,Jams and Jellies
M,S,Zacatecas,Candy
F,M,OR,Candy
F,M,Zacatecas,Hot Beverages
F,S,DF,Pain Relievers
F,S,Veracruz,Starchy Foods
M,S,OR,Snack Foods
F,S,CA,Baking Goods
F,M,Zacatecas,Fruit
F,M,WA,Hot Beverages
M,M,OR,Pain Relievers
F,M,OR,Jams and Jellies
M,S,WA,Candles
F,M,WA,Dairy
M,M,CA,Snack Foods
M,M,WA,Frozen Desserts
M,M,BC,Baking Goods
F,S,CA,Snack Foods
M,S,Zacatecas,Snack Foods
M,S,Veracruz,Dairy
M,S,WA,Meat
M,M,Zacatecas,Canned Soup
M,M,DF,Paper Products
M,S,OR,Snack Foods
M,S,WA,Meat
M,S,WA,Bread
M,M,WA,Dairy
M,M,WA,Snack Foods
F,S,Guerrero,Paper Products
M,S,Yucatan,Meat
F,S,Zacatecas,Breakfast Foods
F,S,CA,Paper Products
F,S,CA,Canned Oysters
M,S,CA,Breakfast Foods
F,M,WA,Paper Products
M,S,DF,Vegetables
M,S,Zacatecas,Canned Shrimp
M,M,Yucatan,Electrical
M,M,WA,Jams and Jellies
F,S,OR,Fruit
F,S,Yucatan,Baking Goods
M,S,WA,Candy
M,S,Zacatecas,Breakfast Foods
F,M,BC,Paper Products
M,M,WA,Meat
F,S,Jalisco,Hardware
F,S,DF,Dairy
M,S,DF,Baking Goods
F,S,CA,Breakfast Foods
M,S,Zacatecas,Vegetables
M,M,WA,Meat
F,M,Veracruz,Frozen Desserts
F,S,OR,Dairy
M,S,OR,Baking Goods
F,M,Guerrero,Breakfast Foods
F,M,WA,Specialty
F,S,Jalisco,Snack Foods
M,M,DF,Snack Foods
F,S,WA,Specialty
F,S,WA,Vegetables
F,S,DF,Bathroom Products
F,S,BC,Dairy
M,S,CA,Vegetables
M,M,CA,Candy
F,M,WA,Vegetables
F,M,Zacatecas,Paper Products
F,M,WA,Pizza
M,S,Zacatecas,Bread
M,S,OR,Dairy
M,M,WA,Hygiene
F,M,OR,Fruit
F,M,OR,Vegetables
M,M,Yucatan,Snack Foods
M,S,Yucatan,Fruit
M,S,WA,Fruit
M,M,OR,Snack Foods
M,M,DF,Vegetables
F,S,OR,Frozen Desserts
M,M,CA,Beer and Wine
M,M,BC,Vegetables
F,S,Zacatecas,Drinks
M,M,CA,Bathroom Products
F,S,CA,Dairy
M,S,CA,Plastic Products
F,M,OR,Snack Foods
M,S,Jalisco,Snack Foods
M,M,BC,Beer and Wine
F,M,Zacatecas,Vegetables
M,S,Yucatan,Frozen Desserts
F,S,CA,Vegetables
M,M,CA,Drinks
F,S,OR,Beer and Wine
M,S,WA,Drinks
F,M,WA,Snack Foods
M,S,OR,Cleaning Supplies
F,M,WA,Beer and Wine
F,S,OR,Snack Foods
F,M,CA,Dairy
M,M,WA,Dairy
M,M,Guerrero,Vegetables
M,M,BC,Dairy
M,S,Zacatecas,Baking Goods
F,S,WA,Pain Relievers
M,S,CA,Pain Relievers
M,M,BC,Candy
M,M,BC,Snack Foods
M,M,WA,Baking Goods
F,S,OR,Meat
F,S,Zacatecas,Paper Products
F,M,Zacatecas,Magazines
M,M,Yucatan,Snack Foods
F,M,WA,Jams and Jellies
F,M,WA,Fruit
M,S,Zacatecas,Beer and Wine
M,S,Zacatecas,Snack Foods
M,S,OR,Vegetables
M,M,DF,Breakfast Foods
F,M,Veracruz,Pizza
F,M,OR,Bread
M,M,DF,Fruit
F,M,WA,Starchy Foods
F,M,Yucatan,Vegetables
F,S,BC,Kitchen Products
M,S,BC,Paper Products
F,M,BC,Paper Products
F,M,CA,Baking Goods
F,S,Zacatecas,Jams and Jellies
F,M,Guerrero,Vegetables
M,M,CA,Fruit
M,S,WA,Baking Goods
M,S,DF,Meat
F,S,Zacatecas,Specialty
M,S,WA,Meat
F,M,WA,Vegetables
M,M,CA,Candles
M,S,CA,Dairy
F,S,DF,Fruit
M,S,BC,Dairy
F,M,Zacatecas,Cleaning Supplies
M,S,BC,Baking Goods
F,M,Guerrero,Snack Foods
F,M,Veracruz,Hygiene
M,S,OR,Jams and Jellies
F,M,CA,Snack Foods
F,S,WA,Paper Products
F,M,Zacatecas,Vegetables
F,M,Zacatecas,Paper Products
F,S,Zacatecas,Baking Goods
M,M,Veracruz,Meat
F,S,OR,Hygiene
F,M,Zacatecas,Electrical
F,S,WA,Snack Foods
F,M,BC,Meat
M,S,Jalisco,Vegetables
F,S,BC,Meat
M,S,WA,Snack Foods
M,M,WA,Bathroom Products
F,S,WA,Kitchen Products
F,S,OR,Pain Relievers
M,S,WA,Magazines
F,S,BC,Canned Tuna
F,M,OR,Vegetables
M,S,CA,Dairy
F,S,BC,Vegetables
F,M,WA,Jams and Jellies
F,S,Zacatecas,Frozen Entrees
M,S,BC,Kitchen Products
F,M,WA,Jams and Jellies
M,M,Zacatecas,Kitchen Products
F,S,OR,Snack Foods
M,S,BC,Bread
F,S,BC,Pure Juice Beverages
M,M,BC,Paper Products
M,S,Yucatan,Canned Soup
M,M,WA,Bathroom Products
M,M,WA,Jams and Jellies
F,M,Veracruz,Dairy
F,M,WA,Breakfast Foods
F,M,Zacatecas,Beer and Wine
M,S,WA,Vegetables
F,S,WA,Magazines
F,M,CA,Vegetables
M,M,CA,Canned Soup
F,S,WA,Meat
F,M,Zacatecas,Meat
M,M,WA,Dairy
F,S,BC,Snack Foods
M,S,OR,Magazines
M,M,DF,Breakfast Foods
M,S,WA,Dairy
F,M,WA,Vegetables
M,M,CA,Jams and Jellies
M,S,Yucatan,Decongestants
M,M,WA,Beer and Wine
M,S,DF,Meat
F,S,Veracruz,Pizza
M,S,DF,Dairy
F,S,BC,Bread
M,M,DF,Vegetables
M,S,Zacatecas,Breakfast Foods
M,M,WA,Starchy Foods
F,S,Jalisco,Drinks
M,S,OR,Cleaning Supplies
M,M,WA,Vegetables
M,M,OR,Packaged Vegetables
F,S,OR,Fruit
F,S,Yucatan,Bread
F,M,Zacatecas,Side Dishes
F,S,DF,Vegetables
M,S,DF,Meat
M,M,WA,Snack Foods
F,S,BC,Pure Juice Beverages
M,S,WA,Vegetables
M,S,BC,Vegetables
M,S,CA,Plastic Products
M,M,OR,Canned Soup
F,S,CA,Snack Foods
F,M,DF,Jams and Jellies
M,S,Guerrero,Dairy
M,M,OR,Meat
F,S,WA,Meat
M,M,BC,Canned Soup
F,S,WA,Breakfast Foods
F,M,WA,Breakfast Foods
F,S,WA,Baking Goods
F,M,Zacatecas,Beer and Wine
M,M,CA,Frozen Desserts
F,S,CA,Pizza
M,M,Zacatecas,Eggs
F,S,Zacatecas,Canned Soup
M,S,DF,Candy
F,S,WA,Vegetables
F,S,WA,Jams and Jellies
M,M,DF,Baking Goods
M,S,WA,Jams and Jellies
M,S,BC,Dairy
M,S,WA,Eggs
M,M,Guerrero,Hot Beverages
F,S,OR,Snack Foods
F,S,Veracruz,Frozen Desserts
M,M,BC,Snack Foods
F,S,Zacatecas,Carbonated Beverages
F,M,WA,Hot Beverages
M,M,WA,Hygiene
F,M,DF,Paper Products
M,S,WA,Vegetables
M,M,Yucatan,Fruit
F,S,OR,Electrical
F,M,WA,Beer and Wine
M,S,WA,Vegetables
F,S,Zacatecas,Dairy
F,M,WA,Breakfast Foods
M,M,BC,Electrical
F,S,Guerrero,Decongestants
M,M,Guerrero,Starchy Foods
F,S,Guerrero,Pain Relievers
F,S,WA,Dairy
M,S,DF,Paper Products
F,S,Guerrero,Snack Foods
F,S,Zacatecas,Pizza
F,S,CA,Kitchen Products
F,M,Veracruz,Magazines
F,M,OR,Candles
M,S,BC,Meat
M,M,Zacatecas,Bread
M,M,CA,Snack Foods
F,M,Veracruz,Vegetables
M,S,DF,Pizza
M,M,CA,Cleaning Supplies
M,M,BC,Decongestants
M,S,WA,Hardware
F,M,WA,Candy
M,M,OR,Dairy
F,S,WA,Drinks
F,M,Yucatan,Side Dishes
F,M,OR,Vegetables
F,M,WA,Decongestants
F,M,Guerrero,Kitchen Products
M,S,WA,Meat
M,M,DF,Pure Juice Beverages
M,M,Zacatecas,Vegetables
F,M,OR,Bread
M,M,OR,Jams and Jellies
F,M,Veracruz,Beer and Wine
M,M,Guerrero,Bathroom Products
M,M,Veracruz,Dairy
F,M,Zacatecas,Baking Goods
F,S,Yucatan,Pure Juice Beverages
F,S,WA,Side Dishes
F,M,DF,Snack Foods
M,S,WA,Snack Foods
F,S,WA,Dairy
F,S,OR,Cleaning Supplies
F,M,WA,Beer and Wine
M,S,Yucatan,Dairy
F,M,Zacatecas,Canned Soup
F,M,WA,Vegetables
M,S,OR,Canned Soup
F,S,BC,Frozen Desserts
F,M,WA,Meat
F,S,Zacatecas,Vegetables
M,S,Veracruz,Beer and Wine
M,M,WA,Hygiene
M,S,Yucatan,Vegetables
M,S,WA,Snack Foods
F,S,DF,Meat
F,S,Guerrero,Canned Soup
F,M,Yucatan,Frozen Entrees
M,M,CA,Vegetables
F,M,Yucatan,Vegetables
F,M,Zacatecas,Cold Remedies
M,M,OR,Hardware
F,M,Veracruz,Snack Foods
F,M,Yucatan,Jams and Jellies
F,M,Zacatecas,Plastic Products
F,M,Zacatecas,Snack Foods
F,M,CA,Vegetables
F,S,CA,Fruit
M,S,WA,Breakfast Foods
F,M,Veracruz,Dairy
F,M,DF,Carbonated Beverages
M,S,WA,Starchy Foods
F,S,WA,Electrical
M,S,Guerrero,Vegetables
M,S,WA,Fruit
F,S,WA,Hot Beverages
F,M,Veracruz,Beer and Wine
M,S,OR,Paper Products
M,S,OR,Specialty
M,M,BC,Beer and Wine
F,M,CA,Side Dishes
F,M,Guerrero,Side Dishes
M,S,OR,Vegetables
F,S,WA,Eggs
F,M,WA,Magazines
M,M,CA,Snack Foods
F,M,DF,Vegetables
F,M,Zacatecas,Meat
M,S,WA,Canned Tuna
M,S,DF,Frozen Entrees
M,S,Veracruz,Baking Goods
F,S,WA,Snack Foods
M,M,BC,Dairy
M,M,BC,Dairy
M,M,BC,Dairy
F,S,WA,Pain Relievers
M,S,OR,Dairy
M,S,Zacatecas,Vegetables
M,M,OR,Vegetables
F,S,Zacatecas,Baking Goods
M,M,Yucatan,Hygiene
M,S,OR,Fruit
F,S,WA,Hot Beverages
F,S,CA,Dairy
F,S,CA,Vegetables
F,M,WA,Candy
M,S,Yucatan,Vegetables
F,S,Guerrero,Beer and Wine
M,M,DF,Specialty
M,S,OR,Electrical
F,S,DF,Frozen Desserts
F,S,DF,Vegetables
M,S,WA,Dairy
M,S,WA,Pizza
M,S,Zacatecas,Vegetables
M,S,Zacatecas,Beer and Wine
M,S,Guerrero,Frozen Desserts
M,S,Zacatecas,Baking Goods
M,M,WA,Magazines
M,S,CA,Dairy
F,S,WA,Paper Products
F,M,WA,Snack Foods
F,M,WA,Canned Soup
F,S,WA,Vegetables
F,M,Zacatecas,Beer and Wine
M,S,WA,Drinks
F,M,WA,Bread
M,M,BC,Specialty
M,M,WA,Vegetables
F,M,CA,Vegetables
M,M,DF,Fruit
F,S,WA,Hardware
F,S,CA,Specialty
F,S,Jalisco,Dairy
F,S,Zacatecas,Snack Foods
F,S,CA,Canned Soup
F,S,CA,Magazines
M,S,Zacatecas,Canned Anchovies
F,M,WA,Dairy
M,S,WA,Meat
F,M,CA,Breakfast Foods
M,M,CA,Snack Foods
M,S,OR,Jams and Jellies
M,S,OR,Meat
M,S,CA,Vegetables
F,M,WA,Canned Tuna
F,M,Guerrero,Snack Foods
M,S,CA,Hot Beverages
F,S,CA,Breakfast Foods
M,M,BC,Meat
F,M,BC,Snack Foods
F,S,Zacatecas,Frozen Entrees
F,M,WA,Vegetables
F,M,Yucatan,Canned Oysters
F,S,Yucatan,Cold Remedies
M,S,WA,Cleaning Supplies
M,M,CA,Baking Goods
M,S,WA,Dairy
F,M,Yucatan,Canned Tuna
M,M,OR,Hot Beverages
F,S,WA,Meat
M,S,BC,Fruit
F,S,DF,Beer and Wine
F,M,DF,Candy
M,M,OR,Breakfast Foods
F,M,Yucatan,Frozen Desserts
M,S,WA,Vegetables
M,M,WA,Snack Foods
M,S,CA,Plastic Products
F,S,Zacatecas,Hygiene
M,S,Zacatecas,Vegetables
M,S,BC,Fruit
F,M,CA,Cold Remedies
M,S,WA,Kitchen Products
F,M,WA,Snack Foods
F,M,WA,Plastic Products
F,M,Veracruz,Vegetables
F,S,DF,Baking Goods
F,M,BC,Vegetables
F,S,WA,Fruit
M,S,WA,Snack Foods
F,S,WA,Plastic Products
F,M,Zacatecas,Magazines
F,M,Zacatecas,Snack Foods
F,S,Yucatan,Snack Foods
M,M,OR,Meat
F,M,Guerrero,Dairy
F,M,OR,Dairy
F,M,WA,Bathroom Products
M,M,BC,Meat
F,S,CA,Snack Foods
M,S,Zacatecas,Eggs
M,S,CA,Breakfast Foods
F,S,CA,Decongestants
M,M,DF,Starchy Foods
M,M,OR,Hot Beverages
M,M,WA,Snack Foods
M,S,WA,Electrical
M,S,WA,Vegetables
F,S,Yucatan,Candy
F,M,Zacatecas,Paper Products
M,S,OR,Snack Foods
M,S,Jalisco,Vegetables
F,S,Yucatan,Frozen Desserts
M,S,Yucatan,Jams and Jellies
M,S,DF,Breakfast Foods
F,S,WA,Pain Relievers
M,S,DF,Hardware
M,S,Zacatecas,Hardware
F,S,WA,Electrical
F,M,WA,Baking Goods
F,S,Veracruz,Beer and Wine
F,M,CA,Canned Soup
F,S,CA,Bathroom Products
M,M,DF,Drinks
F,S,Zacatecas,Meat
F,S,BC,Decongestants
F,S,DF,Meat
F,S,OR,Dairy
F,S,WA,Beer and Wine
F,M,BC,Vegetables
F,S,BC,Pain Relievers
F,S,Zacatecas,Carbonated Beverages
F,M,Yucatan,Baking Goods
F,M,CA,Canned Shrimp
M,M,Zacatecas,Fruit
F,M,BC,Vegetables
F,M,Yucatan,Vegetables
F,S,Zacatecas,Snack Foods
M,S,BC,Jams and Jellies
F,M,CA,Vegetables
M,S,OR,Starchy Foods
M,S,WA,Paper Products
M,S,WA,Snack Foods
M,M,WA,Vegetables
F,M,WA,Snack Foods
M,M,WA,Dairy
M,S,Zacatecas,Dairy
F,M,OR,Bathroom Products
F,M,WA,Candy
F,M,CA,Meat
M,S,Yucatan,Canned Soup
M,S,Veracruz,Electrical
M,M,OR,Plastic Products
F,S,CA,Bread
F,M,CA,Snack Foods
M,M,CA,Canned Soup
F,M,Zacatecas,Bathroom Products
M,M,BC,Snack Foods
M,S,CA,Dairy
M,M,Veracruz,Vegetables
F,M,DF,Decongestants
M,M,OR,Jams and Jellies
F,S,WA,Fruit
M,S,Zacatecas,Jams and Jellies
F,S,CA,Canned Soup
F,M,WA,Paper Products
M,S,DF,Bread
F,M,CA,Pain Relievers
F,M,Yucatan,Fruit
F,S,WA,Bread
F,S,Yucatan,Vegetables
F,M,Yucatan,Dairy
F,S,WA,Canned Clams
M,S,BC,Canned Soup
F,S,Zacatecas,Side Dishes
M,M,Zacatecas,Magazines
F,S,Zacatecas,Snack Foods
F,M,Zacatecas,Kitchen Products
M,S,WA,Carbonated Beverages
M,S,Zacatecas,Fruit
M,M,CA,Pain Relievers
F,M,Veracruz,Snack Foods
F,M,Veracruz,Jams and Jellies
M,M,Veracruz,Snack Foods
M,M,Yucatan,Paper Products
F,M,CA,Snack Foods
F,S,CA,Meat
M,S,WA,Snack Foods
F,S,CA,Eggs
M,S,WA,Drinks
F,M,WA,Frozen Entrees
M,M,WA,Beer and Wine
F,S,Veracruz,Pizza
F,M,Zacatecas,Bread
F,M,BC,Meat
M,M,Guerrero,Bread
M,M,WA,Vegetables
F,M,WA,Jams and Jellies
F,S,WA,Canned Anchovies
F,S,OR,Canned Soup
F,S,CA,Carbonated Beverages
F,S,CA,Jams and Jellies
F,M,WA,Canned Soup
M,M,OR,Plastic Products
F,M,Zacatecas,Eggs
M,M,DF,Drinks
M,M,CA,Frozen Entrees
F,S,OR,Paper Products
F,S,WA,Vegetables
M,S,WA,Hot Beverages
F,S,Yucatan,Canned Soup
M,M,WA,Jams and Jellies
M,M,WA,Drinks
M,M,BC,Snack Foods
M,M,WA,Pure Juice Beverages
F,M,CA,Canned Soup
M,M,DF,Canned Shrimp
F,M,Veracruz,Hygiene
M,M,Veracruz,Canned Soup
M,S,CA,Eggs
M,S,CA,Pain Relievers
M,M,WA,Snack Foods
F,M,WA,Candy
F,M,WA,Hardware
M,M,WA,Cold Remedies
M,M,WA,Specialty
M,M,OR,Pure Juice Beverages
M,S,OR,Vegetables
F,M,WA,Vegetables
F,S,Zacatecas,Baking Goods
F,M,Yucatan,Baking Goods
F,M,WA,Dairy
M,S,CA,Jams and Jellies
F,S,WA,Breakfast Foods
F,M,Yucatan,Canned Anchovies
F,S,Guerrero,Dairy
F,S,BC,Fruit
M,S,WA,Vegetables
F,S,DF,Bathroom Products
M,S,CA,Pain Relievers
M,S,BC,Meat
F,M,BC,Snack Foods
F,M,Veracruz,Beer and Wine
M,M,OR,Beer and Wine
M,S,OR,Fruit
F,M,Zacatecas,Breakfast Foods
M,S,Zacatecas,Vegetables
F,S,BC,Baking Goods
M,S,WA,Packaged Vegetables
F,S,OR,Carbonated Beverages
M,S,OR,Carbonated Beverages
F,M,BC,Vegetables
F,M,Zacatecas,Vegetables
F,M,Guerrero,Meat
M,S,OR,Vegetables
M,M,Yucatan,Fruit
M,S,Zacatecas,Snack Foods
M,S,Yucatan,Fruit
M,M,CA,Kitchen Products
F,S,Guerrero,Vegetables
F,M,WA,Dairy
F,S,WA,Vegetables
F,S,WA,Snack Foods
M,S,OR,Vegetables
M,M,Yucatan,Pizza
F,M,OR,Seafood
F,M,OR,Candles
F,M,BC,Hardware
M,M,Veracruz,Snack Foods
F,S,WA,Jams and Jellies
F,S,Veracruz,Canned Shrimp
M,M,WA,Cold Remedies
F,M,BC,Specialty
F,M,Veracruz,Starchy Foods
F,S,CA,Vegetables
F,M,Zacatecas,Kitchen Products
F,S,Zacatecas,Bathroom Products
F,S,WA,Paper Products
F,S,WA,Pizza
M,S,DF,Frozen Desserts
F,M,Zacatecas,Starchy Foods
M,S,Veracruz,Jams and Jellies
M,M,BC,Baking Goods
F,S,Yucatan,Pure Juice Beverages
M,M,WA,Eggs
F,M,CA,Vegetables
F,S,WA,Dairy
M,S,Zacatecas,Frozen Desserts
F,S,Veracruz,Hygiene
M,M,WA,Starchy Foods
M,S,BC,Vegetables
M,S,Zacatecas,Fruit
F,S,Zacatecas,Specialty
M,S,WA,Cold Remedies
F,S,DF,Specialty
F,M,WA,Snack Foods
F,M,CA,Dairy
M,S,Yucatan,Vegetables
F,M,WA,Jams and Jellies
M,S,Zacatecas,Vegetables
F,M,DF,Vegetables
M,M,Veracruz,Meat
F,S,OR,Canned Soup
F,M,Zacatecas,Breakfast Foods
F,M,Yucatan,Snack Foods
F,M,Zacatecas,Pain Relievers
F,S,CA,Candles
F,S,DF,Pure Juice Beverages
M,M,DF,Packaged Vegetables
F,M,DF,Candy
F,S,CA,Snack Foods
M,M,Yucatan,Dairy
M,M,BC,Vegetables
F,S,OR,Bathroom Products
M,S,OR,Snack Foods
F,S,Zacatecas,Jams and Jellies
M,M,WA,Vegetables
M,S,Veracruz,Dairy
M,S,Zacatecas,Dairy
M,M,WA,Canned Soup
F,S,WA,Eggs
F,S,CA,Canned Soup
F,S,CA,Plastic Products
M,M,WA,Candles
F,S,Zacatecas,Bread
M,S,BC,Snack Foods
F,M,Zacatecas,Paper Products
F,S,Zacatecas,Vegetables
F,S,BC,Vegetables
F,M,DF,Pure Juice Beverages
M,S,OR,Vegetables
M,M,WA,Snack Foods
M,S,Zacatecas,Plastic Products
F,M,Zacatecas,Bathroom Products
F,S,DF,Baking Goods
F,M,Zacatecas,Vegetables
F,S,BC,Specialty
M,S,WA,Snack Foods
M,S,Jalisco,Dairy
F,S,WA,Frozen Desserts
F,S,WA,Snack Foods
M,S,Yucatan,Electrical
F,M,Zacatecas,Electrical
M,M,WA,Carbonated Beverages
M,S,OR,Specialty
F,S,BC,Baking Goods
M,S,Guerrero,Fruit
F,M,CA,Starchy Foods
M,M,WA,Pizza
M,M,WA,Meat
M,M,WA,Side Dishes
F,M,DF,Specialty
M,M,CA,Meat
M,S,CA,Dairy
F,S,CA,Snack Foods
F,M,Zacatecas,Vegetables
F,S,BC,Snack Foods
F,S,Zacatecas,Snack Foods
F,M,Zacatecas,Beer and Wine
M,S,WA,Dairy
F,M,Zacatecas,Fruit
M,M,DF,Meat
F,M,Veracruz,Meat
F,M,CA,Breakfast Foods
F,M,OR,Snack Foods
F,M,Veracruz,Breakfast Foods
M,M,DF,Candy
M,M,Guerrero,Snack Foods
M,M,CA,Starchy Foods
F,S,OR,Paper Products
M,M,OR,Candles
M,S,OR,Bread
M,S,BC,Cleaning Supplies
F,S,WA,Candles
F,M,DF,Dairy
F,S,DF,Snack Foods
M,S,Zacatecas,Vegetables
F,S,BC,Canned Soup
F,M,BC,Canned Sardines
M,S,BC,Snack Foods
M,M,Veracruz,Jams and Jellies
F,S,Veracruz,Bathroom Products
M,M,Yucatan,Vegetables
F,M,Zacatecas,Meat
M,S,CA,Snack Foods
M,M,BC,Vegetables
M,S,Zacatecas,Baking Goods
F,M,CA,Plastic Products
M,S,Veracruz,Fruit
F,M,Zacatecas,Snack Foods
M,S,Yucatan,Vegetables
F,S,CA,Jams and Jellies
